periodid,periodname,periodcode,perioddescription,organisationunitname,cholera cases 5 years +,cholera cases under 5 years,cholera deaths 5 years +,cholera deaths under 5 years
201612,Dec-16,201612,,ha Marlborough Satellite Clinic,0,0,0,0
201612,Dec-16,201612,,ha Roland Square clini,0,0,0,0
201612,Dec-16,201612,,ha Rujeko PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha ZAPSO,0,0,0,0
201612,Dec-16,201612,,ha Borrowdale Clinic,0,0,0,0
201612,Dec-16,201612,,ha Hatcliffe PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Highlands FHS Clinic,0,0,0,0
201612,Dec-16,201612,,ha Morris Depot Camp Hospital,0,0,0,0
201612,Dec-16,201612,,ha Mount Pleasant Clinic,0,0,0,0
201612,Dec-16,201612,,ha Newlands Clinic,0,0,0,0
201612,Dec-16,201612,,ha University of Zimbabwe,0,0,0,0
201612,Dec-16,201612,,ha Glen Norah Medical Centre,0,0,0,0
201612,Dec-16,201612,,ha Glen Norah Satellite Clinic,0,0,0,0
201612,Dec-16,201612,,ha Highfield PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Rutsanana PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Southerton Clinic,0,0,0,0
201612,Dec-16,201612,,ha Spilhaus,0,0,0,0
201612,Dec-16,201612,,ha Spilhaus_Data,0,0,0,0
201612,Dec-16,201612,,ha Vee’s Health Centre,0,0,0,0
201612,Dec-16,201612,,ha Western Triangle Clinic,0,0,0,0
201612,Dec-16,201612,,ha Dunameon,0,0,0,0
201612,Dec-16,201612,,ha Hopley Clinic,0,0,0,0
201612,Dec-16,201612,,ha Matapi Clinic,0,0,0,0
201612,Dec-16,201612,,ha Mbare Hostels Clinic,0,0,0,0
201612,Dec-16,201612,,ha Mbare PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Sunningdale Clinic,0,0,0,0
201612,Dec-16,201612,,ha Waterfalls Clinic,0,0,0,0
201612,Dec-16,201612,,ha Budiriro PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Budiriro Satellite Clinic,0,0,0,0
201612,Dec-16,201612,,ha Glen View Maternity Home,0,0,0,0
201612,Dec-16,201612,,ha Glen View PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Glen View Satellite Clinic,0,0,0,0
201612,Dec-16,201612,,ha Mufakose PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Starlight,0,0,0,0
201612,Dec-16,201612,,ha Kambuzuma PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Kuwadzana Phase 4,0,0,0,0
201612,Dec-16,201612,,ha Kuwadzana PolyClinic,0,0,0,0
201612,Dec-16,201612,,ha Warren Park PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Caledonia sate,0,0,0,0
201701,Jan-17,201701,,ha Eastley FHS Clinic,0,0,0,0
201701,Jan-17,201701,,ha Chitungwiza Central Hospital,0,0,0,0
201701,Jan-17,201701,,ha Harare Central Hospital,0,0,0,0
201701,Jan-17,201701,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201701,Jan-17,201701,,ha Greendale FHS Clinic,0,0,0,0
201701,Jan-17,201701,,ha Highlands Primary Care Clinic,0,0,0,0
201701,Jan-17,201701,,ha Mabvuku PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Mabvuku Satellite,0,0,0,0
201701,Jan-17,201701,,ha Manyame Airbase Hospital,0,0,0,0
201701,Jan-17,201701,,ha Pacific,0,0,0,0
201701,Jan-17,201701,,ha Tafara FHS Clinic,0,0,0,0
201701,Jan-17,201701,,ha Arcadia Clinic,0,0,0,0
201701,Jan-17,201701,,ha Arcadia Medical Center,0,0,0,0
201701,Jan-17,201701,,ha Avenues Clinic Hospital,0,0,0,0
201701,Jan-17,201701,,ha Baines Avenue Clinic,0,0,0,0
201701,Jan-17,201701,,ha Braeside FHS Clinic,0,0,0,0
201701,Jan-17,201701,,ha Cimas Chinhoyi Clinic,0,0,0,0
201701,Jan-17,201701,,ha Delta Graniteside Clinic,0,0,0,0
201701,Jan-17,201701,,ha Gonda Hospital,0,0,0,0
201701,Jan-17,201701,,ha Harare City Private Institutions,0,0,0,0
201701,Jan-17,201701,,ha Harare Polytechnic Clinic,0,0,0,0
201701,Jan-17,201701,,ha Harare city centre VMMC clinic,0,0,0,0
201701,Jan-17,201701,,ha Hatfield Clinic,0,0,0,0
201701,Jan-17,201701,,ha Insco Wellness Clinic,0,0,0,0
201701,Jan-17,201701,,ha Metropolitan Clinic,0,0,0,0
201701,Jan-17,201701,,ha New Cranborne,0,0,0,0
201701,Jan-17,201701,,"ha PSI New start Centre, Kwame",0,0,0,0
201701,Jan-17,201701,,ha Parirenyatwa Clinic,0,0,0,0
201701,Jan-17,201701,,ha Prospect Palms,0,0,0,0
201701,Jan-17,201701,,ha Queen of Peace,0,0,0,0
201701,Jan-17,201701,,ha Red Crescent Society,0,0,0,0
201701,Jan-17,201701,,ha Roland Square Clinic,0,0,0,0
201701,Jan-17,201701,,ha St Annes Hospital,0,0,0,0
201701,Jan-17,201701,,ha West End Hospital,0,0,0,0
201701,Jan-17,201701,,ha Beatrice Road Hospital,0,0,0,0
201701,Jan-17,201701,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201701,Jan-17,201701,,ha Avondale Clinic,0,0,0,0
201701,Jan-17,201701,,ha Belvedere Satellite Clinic,0,0,0,0
201701,Jan-17,201701,,ha Mabelreign Satellite Clinic,0,0,0,0
201701,Jan-17,201701,,ha Marlborough Satellite Clinic,0,0,0,0
201701,Jan-17,201701,,ha Roland Square clini,0,0,0,0
201701,Jan-17,201701,,ha Rujeko PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha ZAPSO,0,0,0,0
201701,Jan-17,201701,,ha Borrowdale Clinic,0,0,0,0
201701,Jan-17,201701,,ha Hatcliffe PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Highlands FHS Clinic,0,0,0,0
201701,Jan-17,201701,,ha Morris Depot Camp Hospital,0,0,0,0
201701,Jan-17,201701,,ha Mount Pleasant Clinic,0,0,0,0
201701,Jan-17,201701,,ha Newlands Clinic,0,0,0,0
201701,Jan-17,201701,,ha University of Zimbabwe,0,0,0,0
201701,Jan-17,201701,,ha Glen Norah Medical Centre,0,0,0,0
201701,Jan-17,201701,,ha Glen Norah Satellite Clinic,0,0,0,0
201701,Jan-17,201701,,ha Highfield PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Rutsanana PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Southerton Clinic,0,0,0,0
201701,Jan-17,201701,,ha Spilhaus,0,0,0,0
201701,Jan-17,201701,,ha Spilhaus_Data,0,0,0,0
201701,Jan-17,201701,,ha Vee’s Health Centre,0,0,0,0
201701,Jan-17,201701,,ha Western Triangle Clinic,0,0,0,0
201701,Jan-17,201701,,ha Dunameon,0,0,0,0
201701,Jan-17,201701,,ha Hopley Clinic,0,0,0,0
201701,Jan-17,201701,,ha Matapi Clinic,0,0,0,0
201701,Jan-17,201701,,ha Mbare Hostels Clinic,0,0,0,0
201701,Jan-17,201701,,ha Mbare PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Sunningdale Clinic,0,0,0,0
201701,Jan-17,201701,,ha Waterfalls Clinic,0,0,0,0
201701,Jan-17,201701,,ha Budiriro PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Budiriro Satellite Clinic,0,0,0,0
201701,Jan-17,201701,,ha Glen View Maternity Home,0,0,0,0
201701,Jan-17,201701,,ha Glen View PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Glen View Satellite Clinic,0,0,0,0
201701,Jan-17,201701,,ha Mufakose PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Starlight,0,0,0,0
201701,Jan-17,201701,,ha Kambuzuma PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Kuwadzana Phase 4,0,0,0,0
201701,Jan-17,201701,,ha Kuwadzana PolyClinic,0,0,0,0
201701,Jan-17,201701,,ha Warren Park PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Caledonia sate,0,0,0,0
201702,Feb-17,201702,,ha Eastley FHS Clinic,0,0,0,0
201702,Feb-17,201702,,ha Chitungwiza Central Hospital,0,0,0,0
201702,Feb-17,201702,,ha Harare Central Hospital,0,0,0,0
201702,Feb-17,201702,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201702,Feb-17,201702,,ha Greendale FHS Clinic,0,0,0,0
201702,Feb-17,201702,,ha Highlands Primary Care Clinic,0,0,0,0
201702,Feb-17,201702,,ha Mabvuku PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Mabvuku Satellite,0,0,0,0
201702,Feb-17,201702,,ha Manyame Airbase Hospital,0,0,0,0
201702,Feb-17,201702,,ha Pacific,0,0,0,0
201702,Feb-17,201702,,ha Tafara FHS Clinic,0,0,0,0
201702,Feb-17,201702,,ha Arcadia Clinic,0,0,0,0
201702,Feb-17,201702,,ha Arcadia Medical Center,0,0,0,0
201702,Feb-17,201702,,ha Avenues Clinic Hospital,0,0,0,0
201702,Feb-17,201702,,ha Baines Avenue Clinic,0,0,0,0
201702,Feb-17,201702,,ha Braeside FHS Clinic,0,0,0,0
201702,Feb-17,201702,,ha Cimas Chinhoyi Clinic,0,0,0,0
201702,Feb-17,201702,,ha Delta Graniteside Clinic,0,0,0,0
201702,Feb-17,201702,,ha Gonda Hospital,0,0,0,0
201702,Feb-17,201702,,ha Harare City Private Institutions,0,0,0,0
201702,Feb-17,201702,,ha Harare Polytechnic Clinic,0,0,0,0
201702,Feb-17,201702,,ha Harare city centre VMMC clinic,0,0,0,0
201702,Feb-17,201702,,ha Hatfield Clinic,0,0,0,0
201702,Feb-17,201702,,ha Insco Wellness Clinic,0,0,0,0
201702,Feb-17,201702,,ha Metropolitan Clinic,0,0,0,0
201702,Feb-17,201702,,ha New Cranborne,0,0,0,0
201702,Feb-17,201702,,"ha PSI New start Centre, Kwame",0,0,0,0
201702,Feb-17,201702,,ha Parirenyatwa Clinic,0,0,0,0
201702,Feb-17,201702,,ha Prospect Palms,0,0,0,0
201702,Feb-17,201702,,ha Queen of Peace,0,0,0,0
201702,Feb-17,201702,,ha Red Crescent Society,0,0,0,0
201702,Feb-17,201702,,ha Roland Square Clinic,0,0,0,0
201702,Feb-17,201702,,ha St Annes Hospital,0,0,0,0
201702,Feb-17,201702,,ha West End Hospital,0,0,0,0
201702,Feb-17,201702,,ha Beatrice Road Hospital,0,0,0,0
201702,Feb-17,201702,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201702,Feb-17,201702,,ha Avondale Clinic,0,0,0,0
201702,Feb-17,201702,,ha Belvedere Satellite Clinic,0,0,0,0
201702,Feb-17,201702,,ha Mabelreign Satellite Clinic,0,0,0,0
201702,Feb-17,201702,,ha Marlborough Satellite Clinic,0,0,0,0
201702,Feb-17,201702,,ha Roland Square clini,0,0,0,0
201702,Feb-17,201702,,ha Rujeko PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha ZAPSO,0,0,0,0
201702,Feb-17,201702,,ha Borrowdale Clinic,0,0,0,0
201702,Feb-17,201702,,ha Hatcliffe PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Highlands FHS Clinic,0,0,0,0
201702,Feb-17,201702,,ha Morris Depot Camp Hospital,0,0,0,0
201702,Feb-17,201702,,ha Mount Pleasant Clinic,0,0,0,0
201702,Feb-17,201702,,ha Newlands Clinic,0,0,0,0
201702,Feb-17,201702,,ha University of Zimbabwe,0,0,0,0
201702,Feb-17,201702,,ha Glen Norah Medical Centre,0,0,0,0
201702,Feb-17,201702,,ha Glen Norah Satellite Clinic,0,0,0,0
201702,Feb-17,201702,,ha Highfield PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Rutsanana PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Southerton Clinic,0,0,0,0
201702,Feb-17,201702,,ha Spilhaus,0,0,0,0
201702,Feb-17,201702,,ha Spilhaus_Data,0,0,0,0
201702,Feb-17,201702,,ha Vee’s Health Centre,0,0,0,0
201702,Feb-17,201702,,ha Western Triangle Clinic,0,0,0,0
201702,Feb-17,201702,,ha Dunameon,0,0,0,0
201702,Feb-17,201702,,ha Hopley Clinic,0,0,0,0
201702,Feb-17,201702,,ha Matapi Clinic,0,0,0,0
201702,Feb-17,201702,,ha Mbare Hostels Clinic,0,0,0,0
201702,Feb-17,201702,,ha Mbare PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Sunningdale Clinic,0,0,0,0
201702,Feb-17,201702,,ha Waterfalls Clinic,0,0,0,0
201702,Feb-17,201702,,ha Budiriro PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Budiriro Satellite Clinic,0,0,0,0
201702,Feb-17,201702,,ha Glen View Maternity Home,0,0,0,0
201702,Feb-17,201702,,ha Glen View PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Glen View Satellite Clinic,0,0,0,0
201702,Feb-17,201702,,ha Mufakose PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Starlight,0,0,0,0
201702,Feb-17,201702,,ha Kambuzuma PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Kuwadzana Phase 4,0,0,0,0
201702,Feb-17,201702,,ha Kuwadzana PolyClinic,0,0,0,0
201702,Feb-17,201702,,ha Warren Park PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Caledonia sate,0,0,0,0
201703,Mar-17,201703,,ha Eastley FHS Clinic,0,0,0,0
201703,Mar-17,201703,,ha Chitungwiza Central Hospital,0,0,0,0
201703,Mar-17,201703,,ha Harare Central Hospital,0,0,0,0
201703,Mar-17,201703,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201703,Mar-17,201703,,ha Greendale FHS Clinic,0,0,0,0
201703,Mar-17,201703,,ha Highlands Primary Care Clinic,0,0,0,0
201703,Mar-17,201703,,ha Mabvuku PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Mabvuku Satellite,0,0,0,0
201703,Mar-17,201703,,ha Manyame Airbase Hospital,0,0,0,0
201703,Mar-17,201703,,ha Pacific,0,0,0,0
201703,Mar-17,201703,,ha Tafara FHS Clinic,0,0,0,0
201703,Mar-17,201703,,ha Arcadia Clinic,0,0,0,0
201703,Mar-17,201703,,ha Arcadia Medical Center,0,0,0,0
201703,Mar-17,201703,,ha Avenues Clinic Hospital,0,0,0,0
201703,Mar-17,201703,,ha Baines Avenue Clinic,0,0,0,0
201703,Mar-17,201703,,ha Braeside FHS Clinic,0,0,0,0
201703,Mar-17,201703,,ha Cimas Chinhoyi Clinic,0,0,0,0
201703,Mar-17,201703,,ha Delta Graniteside Clinic,0,0,0,0
201703,Mar-17,201703,,ha Gonda Hospital,0,0,0,0
201703,Mar-17,201703,,ha Harare City Private Institutions,0,0,0,0
201703,Mar-17,201703,,ha Harare Polytechnic Clinic,0,0,0,0
201703,Mar-17,201703,,ha Harare city centre VMMC clinic,0,0,0,0
201703,Mar-17,201703,,ha Hatfield Clinic,0,0,0,0
201703,Mar-17,201703,,ha Insco Wellness Clinic,0,0,0,0
201703,Mar-17,201703,,ha Metropolitan Clinic,0,0,0,0
201703,Mar-17,201703,,ha New Cranborne,0,0,0,0
201703,Mar-17,201703,,"ha PSI New start Centre, Kwame",0,0,0,0
201703,Mar-17,201703,,ha Parirenyatwa Clinic,0,0,0,0
201703,Mar-17,201703,,ha Prospect Palms,0,0,0,0
201703,Mar-17,201703,,ha Queen of Peace,0,0,0,0
201703,Mar-17,201703,,ha Red Crescent Society,0,0,0,0
201703,Mar-17,201703,,ha Roland Square Clinic,0,0,0,0
201703,Mar-17,201703,,ha St Annes Hospital,0,0,0,0
201703,Mar-17,201703,,ha West End Hospital,0,0,0,0
201703,Mar-17,201703,,ha Beatrice Road Hospital,0,0,0,0
201703,Mar-17,201703,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201703,Mar-17,201703,,ha Avondale Clinic,0,0,0,0
201703,Mar-17,201703,,ha Belvedere Satellite Clinic,0,0,0,0
201703,Mar-17,201703,,ha Mabelreign Satellite Clinic,0,0,0,0
201703,Mar-17,201703,,ha Marlborough Satellite Clinic,0,0,0,0
201703,Mar-17,201703,,ha Roland Square clini,0,0,0,0
201703,Mar-17,201703,,ha Rujeko PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha ZAPSO,0,0,0,0
201703,Mar-17,201703,,ha Borrowdale Clinic,0,0,0,0
201703,Mar-17,201703,,ha Hatcliffe PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Highlands FHS Clinic,0,0,0,0
201703,Mar-17,201703,,ha Morris Depot Camp Hospital,0,0,0,0
201703,Mar-17,201703,,ha Mount Pleasant Clinic,0,0,0,0
201703,Mar-17,201703,,ha Newlands Clinic,0,0,0,0
201703,Mar-17,201703,,ha University of Zimbabwe,0,0,0,0
201703,Mar-17,201703,,ha Glen Norah Medical Centre,0,0,0,0
201703,Mar-17,201703,,ha Glen Norah Satellite Clinic,0,0,0,0
201703,Mar-17,201703,,ha Highfield PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Rutsanana PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Southerton Clinic,0,0,0,0
201703,Mar-17,201703,,ha Spilhaus,0,0,0,0
201703,Mar-17,201703,,ha Spilhaus_Data,0,0,0,0
201703,Mar-17,201703,,ha Vee’s Health Centre,0,0,0,0
201703,Mar-17,201703,,ha Western Triangle Clinic,0,0,0,0
201703,Mar-17,201703,,ha Dunameon,0,0,0,0
201703,Mar-17,201703,,ha Hopley Clinic,0,0,0,0
201703,Mar-17,201703,,ha Matapi Clinic,0,0,0,0
201703,Mar-17,201703,,ha Mbare Hostels Clinic,0,0,0,0
201703,Mar-17,201703,,ha Mbare PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Sunningdale Clinic,0,0,0,0
201703,Mar-17,201703,,ha Waterfalls Clinic,0,0,0,0
201703,Mar-17,201703,,ha Budiriro PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Budiriro Satellite Clinic,0,0,0,0
201703,Mar-17,201703,,ha Glen View Maternity Home,0,0,0,0
201703,Mar-17,201703,,ha Glen View PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Glen View Satellite Clinic,0,0,0,0
201703,Mar-17,201703,,ha Mufakose PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Starlight,0,0,0,0
201703,Mar-17,201703,,ha Kambuzuma PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Kuwadzana Phase 4,0,0,0,0
201703,Mar-17,201703,,ha Kuwadzana PolyClinic,0,0,0,0
201703,Mar-17,201703,,ha Warren Park PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Caledonia sate,0,0,0,0
201704,Apr-17,201704,,ha Eastley FHS Clinic,0,0,0,0
201704,Apr-17,201704,,ha Chitungwiza Central Hospital,0,0,0,0
201704,Apr-17,201704,,ha Harare Central Hospital,0,0,0,0
201704,Apr-17,201704,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201704,Apr-17,201704,,ha Greendale FHS Clinic,0,0,0,0
201704,Apr-17,201704,,ha Highlands Primary Care Clinic,0,0,0,0
201704,Apr-17,201704,,ha Mabvuku PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Mabvuku Satellite,0,0,0,0
201704,Apr-17,201704,,ha Manyame Airbase Hospital,0,0,0,0
201704,Apr-17,201704,,ha Pacific,0,0,0,0
201704,Apr-17,201704,,ha Tafara FHS Clinic,0,0,0,0
201704,Apr-17,201704,,ha Arcadia Clinic,0,0,0,0
201704,Apr-17,201704,,ha Arcadia Medical Center,0,0,0,0
201704,Apr-17,201704,,ha Avenues Clinic Hospital,0,0,0,0
201704,Apr-17,201704,,ha Baines Avenue Clinic,0,0,0,0
201704,Apr-17,201704,,ha Braeside FHS Clinic,0,0,0,0
201704,Apr-17,201704,,ha Cimas Chinhoyi Clinic,0,0,0,0
201704,Apr-17,201704,,ha Delta Graniteside Clinic,0,0,0,0
201704,Apr-17,201704,,ha Gonda Hospital,0,0,0,0
201704,Apr-17,201704,,ha Harare City Private Institutions,0,0,0,0
201704,Apr-17,201704,,ha Harare Polytechnic Clinic,0,0,0,0
201704,Apr-17,201704,,ha Harare city centre VMMC clinic,0,0,0,0
201704,Apr-17,201704,,ha Hatfield Clinic,0,0,0,0
201704,Apr-17,201704,,ha Insco Wellness Clinic,0,0,0,0
201704,Apr-17,201704,,ha Metropolitan Clinic,0,0,0,0
201704,Apr-17,201704,,ha New Cranborne,0,0,0,0
201704,Apr-17,201704,,"ha PSI New start Centre, Kwame",0,0,0,0
201704,Apr-17,201704,,ha Parirenyatwa Clinic,0,0,0,0
201704,Apr-17,201704,,ha Prospect Palms,0,0,0,0
201704,Apr-17,201704,,ha Queen of Peace,0,0,0,0
201704,Apr-17,201704,,ha Red Crescent Society,0,0,0,0
201704,Apr-17,201704,,ha Roland Square Clinic,0,0,0,0
201704,Apr-17,201704,,ha St Annes Hospital,0,0,0,0
201704,Apr-17,201704,,ha West End Hospital,0,0,0,0
201704,Apr-17,201704,,ha Beatrice Road Hospital,0,0,0,0
201704,Apr-17,201704,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201704,Apr-17,201704,,ha Avondale Clinic,0,0,0,0
201704,Apr-17,201704,,ha Belvedere Satellite Clinic,0,0,0,0
201704,Apr-17,201704,,ha Mabelreign Satellite Clinic,0,0,0,0
201704,Apr-17,201704,,ha Marlborough Satellite Clinic,0,0,0,0
201704,Apr-17,201704,,ha Roland Square clini,0,0,0,0
201704,Apr-17,201704,,ha Rujeko PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha ZAPSO,0,0,0,0
201704,Apr-17,201704,,ha Borrowdale Clinic,0,0,0,0
201704,Apr-17,201704,,ha Hatcliffe PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Highlands FHS Clinic,0,0,0,0
201704,Apr-17,201704,,ha Morris Depot Camp Hospital,0,0,0,0
201704,Apr-17,201704,,ha Mount Pleasant Clinic,0,0,0,0
201704,Apr-17,201704,,ha Newlands Clinic,0,0,0,0
201704,Apr-17,201704,,ha University of Zimbabwe,0,0,0,0
201704,Apr-17,201704,,ha Glen Norah Medical Centre,0,0,0,0
201704,Apr-17,201704,,ha Glen Norah Satellite Clinic,0,0,0,0
201704,Apr-17,201704,,ha Highfield PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Rutsanana PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Southerton Clinic,0,0,0,0
201704,Apr-17,201704,,ha Spilhaus,0,0,0,0
201704,Apr-17,201704,,ha Spilhaus_Data,0,0,0,0
201704,Apr-17,201704,,ha Vee’s Health Centre,0,0,0,0
201704,Apr-17,201704,,ha Western Triangle Clinic,0,0,0,0
201704,Apr-17,201704,,ha Dunameon,0,0,0,0
201704,Apr-17,201704,,ha Hopley Clinic,0,0,0,0
201704,Apr-17,201704,,ha Matapi Clinic,0,0,0,0
201704,Apr-17,201704,,ha Mbare Hostels Clinic,0,0,0,0
201704,Apr-17,201704,,ha Mbare PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Sunningdale Clinic,0,0,0,0
201704,Apr-17,201704,,ha Waterfalls Clinic,0,0,0,0
201704,Apr-17,201704,,ha Budiriro PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Budiriro Satellite Clinic,0,0,0,0
201704,Apr-17,201704,,ha Glen View Maternity Home,0,0,0,0
201704,Apr-17,201704,,ha Glen View PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Glen View Satellite Clinic,0,0,0,0
201704,Apr-17,201704,,ha Mufakose PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Starlight,0,0,0,0
201704,Apr-17,201704,,ha Kambuzuma PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Kuwadzana Phase 4,0,0,0,0
201704,Apr-17,201704,,ha Kuwadzana PolyClinic,0,0,0,0
201704,Apr-17,201704,,ha Warren Park PolyClinic,0,0,0,0
201705,May-17,201705,,ha Caledonia sate,0,0,0,0
201705,May-17,201705,,ha Eastley FHS Clinic,0,0,0,0
201705,May-17,201705,,ha Chitungwiza Central Hospital,0,0,0,0
201705,May-17,201705,,ha Harare Central Hospital,0,0,0,0
201705,May-17,201705,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201705,May-17,201705,,ha Greendale FHS Clinic,0,0,0,0
201705,May-17,201705,,ha Highlands Primary Care Clinic,0,0,0,0
201705,May-17,201705,,ha Mabvuku PolyClinic,0,0,0,0
201705,May-17,201705,,ha Mabvuku Satellite,0,0,0,0
201705,May-17,201705,,ha Manyame Airbase Hospital,0,0,0,0
201705,May-17,201705,,ha Pacific,0,0,0,0
201705,May-17,201705,,ha Tafara FHS Clinic,0,0,0,0
201705,May-17,201705,,ha Arcadia Clinic,0,0,0,0
201705,May-17,201705,,ha Arcadia Medical Center,0,0,0,0
201705,May-17,201705,,ha Avenues Clinic Hospital,0,0,0,0
201705,May-17,201705,,ha Baines Avenue Clinic,0,0,0,0
201705,May-17,201705,,ha Braeside FHS Clinic,0,0,0,0
201705,May-17,201705,,ha Cimas Chinhoyi Clinic,0,0,0,0
201705,May-17,201705,,ha Delta Graniteside Clinic,0,0,0,0
201705,May-17,201705,,ha Gonda Hospital,0,0,0,0
201705,May-17,201705,,ha Harare City Private Institutions,0,0,0,0
201705,May-17,201705,,ha Harare Polytechnic Clinic,0,0,0,0
201705,May-17,201705,,ha Harare city centre VMMC clinic,0,0,0,0
201705,May-17,201705,,ha Hatfield Clinic,0,0,0,0
201705,May-17,201705,,ha Insco Wellness Clinic,0,0,0,0
201705,May-17,201705,,ha Metropolitan Clinic,0,0,0,0
201705,May-17,201705,,ha New Cranborne,0,0,0,0
201705,May-17,201705,,"ha PSI New start Centre, Kwame",0,0,0,0
201705,May-17,201705,,ha Parirenyatwa Clinic,0,0,0,0
201705,May-17,201705,,ha Prospect Palms,0,0,0,0
201705,May-17,201705,,ha Queen of Peace,0,0,0,0
201705,May-17,201705,,ha Red Crescent Society,0,0,0,0
201705,May-17,201705,,ha Roland Square Clinic,0,0,0,0
201705,May-17,201705,,ha St Annes Hospital,0,0,0,0
201705,May-17,201705,,ha West End Hospital,0,0,0,0
201705,May-17,201705,,ha Beatrice Road Hospital,0,0,0,0
201705,May-17,201705,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201705,May-17,201705,,ha Avondale Clinic,0,0,0,0
201705,May-17,201705,,ha Belvedere Satellite Clinic,0,0,0,0
201705,May-17,201705,,ha Mabelreign Satellite Clinic,0,0,0,0
201705,May-17,201705,,ha Marlborough Satellite Clinic,0,0,0,0
201705,May-17,201705,,ha Roland Square clini,0,0,0,0
201705,May-17,201705,,ha Rujeko PolyClinic,0,0,0,0
201705,May-17,201705,,ha ZAPSO,0,0,0,0
201705,May-17,201705,,ha Borrowdale Clinic,0,0,0,0
201705,May-17,201705,,ha Hatcliffe PolyClinic,0,0,0,0
201705,May-17,201705,,ha Highlands FHS Clinic,0,0,0,0
201705,May-17,201705,,ha Morris Depot Camp Hospital,0,0,0,0
201705,May-17,201705,,ha Mount Pleasant Clinic,0,0,0,0
201705,May-17,201705,,ha Newlands Clinic,0,0,0,0
201705,May-17,201705,,ha University of Zimbabwe,0,0,0,0
201705,May-17,201705,,ha Glen Norah Medical Centre,0,0,0,0
201705,May-17,201705,,ha Glen Norah Satellite Clinic,0,0,0,0
201705,May-17,201705,,ha Highfield PolyClinic,0,0,0,0
201705,May-17,201705,,ha Rutsanana PolyClinic,0,0,0,0
201705,May-17,201705,,ha Southerton Clinic,0,0,0,0
201705,May-17,201705,,ha Spilhaus,0,0,0,0
201705,May-17,201705,,ha Spilhaus_Data,0,0,0,0
